name,duration_us,precision,status,config
tile1024,91.30365,PASS,pass,{'tileSize': 1024}
tile3072,59.942398,PASS,pass,{'tileSize': 3072}
tile5120,56.502258,PASS,pass,{'tileSize': 5120}
tile7168,54.362175,PASS,pass,{'tileSize': 7168}
tile9216,53.742149,PASS,pass,{'tileSize': 9216}
step1_2,56.822273,PASS,pass,"{'stepM': 1, 'stepN': 2}"
step1_3,55.042202,PASS,pass,"{'stepM': 1, 'stepN': 3}"
step1_4,54.282173,PASS,pass,"{'stepM': 1, 'stepN': 4}"
step2_1,52.802113,PASS,pass,"{'stepM': 2, 'stepN': 1}"
step2_2,54.122166,PASS,pass,"{'stepM': 2, 'stepN': 2}"
step2_3,56.702267,PASS,pass,"{'stepM': 2, 'stepN': 3}"
step3_1,57.5023,PASS,pass,"{'stepM': 3, 'stepN': 1}"
step3_3,58.482338,PASS,pass,"{'stepM': 3, 'stepN': 3}"
bM64_bN128,83.883354,PASS,pass,"{'baseM': 64, 'baseN': 128}"
bM128_bN64,82.223289,PASS,pass,"{'baseM': 128, 'baseN': 64}"
bM192_bN128,60.802433,PASS,pass,"{'baseM': 192, 'baseN': 128}"
bM256_bN160,,FAIL,"[ 50%] Building ASC object CMakeFiles/demo.dir/matmul_leakyrelu.asc.o
[100%] Linking ASC executable demo
[100%] Built target demo
gen tiling failed
2026-04-09 23:25:05 [INFO]  Op profiling analysis start.
2026-04-09 23:25:05 [INFO]  Running device task: DeviceProf
[INFO] <ProfData> Start profiling on device 0, kernel: _Z23matmul_leakyrelu_customPhS_S_S_S_N7AscendC6tiling11TCubeTilingE_mix_aic
[INFO] <WarmUp> Warm Up enabled. times:10
step2_5,,FAIL,"make[2]: *** [CMakeFiles/demo.dir/build.make:76：CMakeFiles/demo.dir/matmul_leakyrelu.asc.o] 错误 1
make[1]: *** [CMakeFiles/Makefile2:83：CMakeFiles/demo.dir/all] 错误 2
make: *** [Makefile:91：all] 错误 2
2026-04-09 23:51:20 [INFO]  Op profiling analysis start.
2026-04-09 23:51:20 [INFO]  Running device task: DeviceProf
[LOG_WARNING] can not write log to file, file: /home/hadoop-scale-llm/ascend/log/run/plog/plog-749915_20260409235120445.log, data_length: 9876 bytes, write_length: 6391 bytes, possible reason: Invalid argument.[ERROR] <GetPcStartAddr> get kernel offset from pc start failed
[WARN] <AddLaunchEvent> get pc start addr by stub func failed. pc start addr will fallback to 0
[WARN] <DataCollect> Output path create failed, path is: /home/hadoop-scale-llm/kernel/autoresearch/AKO-NPU-run-matmul-asc-v4/msprof_sweep/OPPROF_20260409235120_SZCNFLAKBZKMGMSD/device0/_Z23matmul_leakyrelu_customPhS_S_S_S_N7AscendC6tiling11TCubeTilingE/0/dump
[WARN] <CheckWriteFilePathValid> Failed to get real path of /home/hadoop-scale-llm/kernel/autoresearch/AKO-NPU-run-matmul-asc-v4/msprof_sweep/OPPROF_20260409235120_SZCNFLAKBZKMGMSD/device0/_Z23matmul_leakyrelu_customPhS_S_S_S_N7AscendC6tiling11TCubeTilingE/0/dump
[ERROR] <SaveAicore> Kernel context save failed, dump kernel obj failed
[ERROR] <GetPcStartAddr> get kernel offset from pc start failed
2026-04-09 23:51:25 [INFO]  Profiling running finished. All task success.
2026-04-09 23:51:25 [WARN]  No profiling data dumped.
2026-04-09 23:51:25 [ERROR] Profiling data parse failed. Please check
2026-04-09 23:51:25 [INFO]  Op profiling finish. Welcome to next use.
golden_data :  [6697. 6872. 7057. ... 6109. 6267. 6533.]
output :  [6697. 6872. 7057. ... 6109. 6267. 6533.]
error ratio: 0.0000, tolerance: 0.0001
test pass!
","{'stepM': 2, 'stepN': 5}"
step5_1,,FAIL,"[ 50%] Building ASC object CMakeFiles/demo.dir/matmul_leakyrelu.asc.o
[100%] Linking ASC executable demo
[100%] Built target demo
2026-04-09 23:51:44 [INFO]  Op profiling analysis start.
2026-04-09 23:51:44 [INFO]  Running device task: DeviceProf
[LOG_WARNING] can not write log to file, file: /home/hadoop-scale-llm/ascend/log/run/plog/plog-750889_20260409235144352.log, data_length: 9876 bytes, write_length: 2295 bytes, possible reason: Invalid argument.[ERROR] <GetPcStartAddr> get kernel offset from pc start failed
[WARN] <AddLaunchEvent> get pc start addr by stub func failed. pc start addr will fallback to 0
[WARN] <DataCollect> Output path create failed, path is: /home/hadoop-scale-llm/kernel/autoresearch/AKO-NPU-run-matmul-asc-v4/msprof_sweep/OPPROF_20260409235144_RETGKGICSRBNIHIF/device0/_Z23matmul_leakyrelu_customPhS_S_S_S_N7AscendC6tiling11TCubeTilingE/0/dump
[WARN] <CheckWriteFilePathValid> Failed to get real path of /home/hadoop-scale-llm/kernel/autoresearch/AKO-NPU-run-matmul-asc-v4/msprof_sweep/OPPROF_20260409235144_RETGKGICSRBNIHIF/device0/_Z23matmul_leakyrelu_customPhS_S_S_S_N7AscendC6tiling11TCubeTilingE/0/dump
[ERROR] <SaveAicore> Kernel context save failed, dump kernel obj failed
[ERROR] <GetPcStartAddr> get kernel offset from pc start failed
2026-04-09 23:51:49 [INFO]  Profiling running finished. All task success.
2026-04-09 23:51:49 [WARN]  No profiling data dumped.
2026-04-09 23:51:49 [ERROR] Profiling data parse failed. Please check
2026-04-09 23:51:49 [INFO]  Op profiling finish. Welcome to next use.
golden_data :  [6679. 6250. 6220. ... 6930. 6557. 6070.]
output :  [6679. 6250. 6220. ... 6930. 6557. 6070.]
error ratio: 0.0000, tolerance: 0.0001
test pass!
","{'stepM': 5, 'stepN': 1}"
step5_5,78.623146,PASS,pass,"{'stepM': 5, 'stepN': 5}"
bM256_bN32_div640,121.704865,PASS,pass,{'baseN': 32}
bM256_bN40_div640,,FAIL,"[ 50%] Building ASC object CMakeFiles/demo.dir/matmul_leakyrelu.asc.o
[100%] Linking ASC executable demo
[100%] Built target demo
gen tiling failed
2026-04-09 23:52:31 [INFO]  Op profiling analysis start.
2026-04-09 23:52:31 [INFO]  Running device task: DeviceProf
[INFO] <ProfData> Start profiling on device 0, kernel: _Z23matmul_leakyrelu_customPhS_S_S_S_N7AscendC6tiling11TCubeTilingE_mix_aic
[INFO] <WarmUp> Warm Up enabled. times:10
data index: 000000, expected: 6430.000000000, actual: 6403.000000000, rdiff: 0.004199
data index: 000001, expected: 6121.000000000, actual: 6584.000000000, rdiff: 0.075641
data index: 000002, expected: 6161.000000000, actual: 6590.000000000, rdiff: 0.069632
data index: 000003, expected: 5935.000000000, actual: 6951.000000000, rdiff: 0.171188
data index: 000004, expected: 5983.000000000, actual: 6681.000000000, rdiff: 0.116664
data index: 000005, expected: 6199.000000000, actual: 6208.000000000, rdiff: 0.001452
data index: 000006, expected: 6285.000000000, actual: 6496.000000000, rdiff: 0.033572
data index: 000007, expected: 6185.000000000, actual: 6794.000000000, rdiff: 0.098464
data index: 000008, expected: 6191.000000000, actual: 6727.000000000, rdiff: 0.086577
data index: 000009, expected: 5896.000000000, actual: 6740.000000000, rdiff: 0.143148
data index: 000010, expected: 6390.000000000, actual: 6727.000000000, rdiff: 0.052739
data index: 000011, expected: 6271.000000000, actual: 6953.000000000, rdiff: 0.108755
data index: 000012, expected: 6123.000000000, actual: 6826.000000000, rdiff: 0.114813
data index: 000013, expected: 6023.000000000, actual: 6481.000000000, rdiff: 0.076042
data index: 000014, expected: 6239.000000000, actual: 7198.000000000, rdiff: 0.153711
data index: 000015, expected: 6450.000000000, actual: 6413.000000000, rdiff: 0.005736
data index: 000016, expected: 6633.000000000, actual: 6735.000000000, rdiff: 0.015378
data index: 000017, expected: 6471.000000000, actual: 6888.000000000, rdiff: 0.064441
data index: 000018, expected: 6307.000000000, actual: 6443.000000000, rdiff: 0.021563
data index: 000019, expected: 6544.000000000, actual: 6612.000000000, rdiff: 0.010391
data index: 000020, expected: 6324.000000000, actual: 6538.000000000, rdiff: 0.033839
data index: 000021, expected: 6395.000000000, actual: 6701.000000000, rdiff: 0.047850
data index: 000022, expected: 6272.000000000, actual: 6764.000000000, rdiff: 0.078444
data index: 000023, expected: 6161.000000000, actual: 7048.000000000, rdiff: 0.143970
data index: 000024, expected: 6568.000000000, actual: 6121.000000000, rdiff: 0.068057
data index: 000025, expected: 6528.000000000, actual: 6972.000000000, rdiff: 0.068015
data index: 000026, expected: 5722.000000000, actual: 6588.000000000, rdiff: 0.151346
data index: 000027, expected: 6221.000000000, actual: 6530.000000000, rdiff: 0.049670
data index: 000028, expected: 6109.000000000, actual: 6542.000000000, rdiff: 0.070879
data index: 000029, expected: 6709.000000000, actual: 6298.000000000, rdiff: 0.061261
data index: 000030, expected: 6432.000000000, actual: 6289.000000000, rdiff: 0.022233
data index: 000031, expected: 6021.000000000, actual: 6758.000000000, rdiff: 0.122405
data index: 000032, expected: 6120.000000000, actual: 6401.000000000, rdiff: 0.045915
data index: 000033, expected: 6059.000000000, actual: 6808.000000000, rdiff: 0.123618
data index: 000034, expected: 6564.000000000, actual: 6853.000000000, rdiff: 0.044028
data index: 000035, expected: 6791.000000000, actual: 6369.000000000, rdiff: 0.062141
data index: 000036, expected: 6179.000000000, actual: 6486.000000000, rdiff: 0.049684
data index: 000037, expected: 6673.000000000, actual: 6456.000000000, rdiff: 0.032519
data index: 000038, expected: 6233.000000000, actual: 6485.000000000, rdiff: 0.040430
data index: 000039, expected: 6088.000000000, actual: 6719.000000000, rdiff: 0.103647
data index: 000040, expected: 6110.000000000, actual: 6613.000000000, rdiff: 0.082324
data index: 000041, expected: 6318.000000000, actual: 6053.000000000, rdiff: 0.041944
data index: 000042, expected: 6415.000000000, actual: 6689.000000000, rdiff: 0.042712
data index: 000043, expected: 6233.000000000, actual: 6519.000000000, rdiff: 0.045885
data index: 000044, expected: 6187.000000000, actual: 6774.000000000, rdiff: 0.094876
data index: 000045, expected: 5983.000000000, actual: 6129.000000000, rdiff: 0.024402
data index: 000046, expected: 6234.000000000, actual: 6508.000000000, rdiff: 0.043953
data index: 000047, expected: 6281.000000000, actual: 6440.000000000, rdiff: 0.025314
data index: 000048, expected: 6224.000000000, actual: 6618.000000000, rdiff: 0.063303
data index: 000049, expected: 6484.000000000, actual: 6992.000000000, rdiff: 0.078347
data index: 000050, expected: 6112.000000000, actual: 6333.000000000, rdiff: 0.036158
data index: 000051, expected: 6244.000000000, actual: 6574.000000000, rdiff: 0.052851
data index: 000052, expected: 5577.000000000, actual: 6499.000000000, rdiff: 0.165322
data index: 000053, expected: 6670.000000000, actual: 6603.000000000, rdiff: 0.010045
data index: 000054, expected: 6534.000000000, actual: 6694.000000000, rdiff: 0.024487
data index: 000055, expected: 6129.000000000, actual: 6525.000000000, rdiff: 0.064611
data index: 000056, expected: 6004.000000000, actual: 6663.000000000, rdiff: 0.109760
data index: 000057, expected: 6307.000000000, actual: 6552.000000000, rdiff: 0.038846
data index: 000058, expected: 6446.000000000, actual: 6408.000000000, rdiff: 0.005895
data index: 000059, expected: 6259.000000000, actual: 6946.000000000, rdiff: 0.109762
data index: 000060, expected: 6210.000000000, actual: 6416.000000000, rdiff: 0.033172
data index: 000061, expected: 6703.000000000, actual: 6514.000000000, rdiff: 0.028196
data index: 000062, expected: 6303.000000000, actual: 6504.000000000, rdiff: 0.031890
data index: 000063, expected: 6264.000000000, actual: 6613.000000000, rdiff: 0.055715
data index: 000064, expected: 6486.000000000, actual: 6630.000000000, rdiff: 0.022202
data index: 000065, expected: 6449.000000000, actual: 6620.000000000, rdiff: 0.026516
data index: 000066, expected: 6182.000000000, actual: 6642.000000000, rdiff: 0.074410
data index: 000067, expected: 6228.000000000, actual: 6603.000000000, rdiff: 0.060212
data index: 000068, expected: 6533.000000000, actual: 6837.000000000, rdiff: 0.046533
data index: 000069, expected: 6956.000000000, actual: 6657.000000000, rdiff: 0.042984
data index: 000070, expected: 6499.000000000, actual: 6402.000000000, rdiff: 0.014925
data index: 000071, expected: 6635.000000000, actual: 6613.000000000, rdiff: 0.003316
data index: 000072, expected: 6540.000000000, actual: 6492.000000000, rdiff: 0.007339
data index: 000073, expected: 6090.000000000, actual: 6524.000000000, rdiff: 0.071264
data index: 000074, expected: 6018.000000000, actual: 6322.000000000, rdiff: 0.050515
data index: 000075, expected: 6359.000000000, actual: 6373.000000000, rdiff: 0.002202
data index: 000076, expected: 6478.000000000, actual: 6963.000000000, rdiff: 0.074869
data index: 000077, expected: 5868.000000000, actual: 6636.000000000, rdiff: 0.130879
data index: 000078, expected: 6380.000000000, actual: 6655.000000000, rdiff: 0.043103
data index: 000079, expected: 6050.000000000, actual: 6746.000000000, rdiff: 0.115041
data index: 000080, expected: 6267.000000000, actual: 6809.000000000, rdiff: 0.086485
data index: 000081, expected: 6397.000000000, actual: 6914.000000000, rdiff: 0.080819
data index: 000082, expected: 6403.000000000, actual: 6514.000000000, rdiff: 0.017336
data index: 000083, expected: 6301.000000000, actual: 6633.000000000, rdiff: 0.052690
data index: 000084, expected: 6346.000000000, actual: 6650.000000000, rdiff: 0.047904
data index: 000085, expected: 6572.000000000, actual: 6842.000000000, rdiff: 0.041083
data index: 000086, expected: 6243.000000000, actual: 6548.000000000, rdiff: 0.048855
data index: 000087, expected: 6615.000000000, actual: 6360.000000000, rdiff: 0.038549
data index: 000088, expected: 6366.000000000, actual: 6304.000000000, rdiff: 0.009739
data index: 000089, expected: 6368.000000000, actual: 6834.000000000, rdiff: 0.073178
data index: 000090, expected: 6445.000000000, actual: 6501.000000000, rdiff: 0.008689
data index: 000091, expected: 6197.000000000, actual: 6606.000000000, rdiff: 0.066000
data index: 000092, expected: 6345.000000000, actual: 6770.000000000, rdiff: 0.066982
data index: 000093, expected: 6566.000000000, actual: 6836.000000000, rdiff: 0.041121
data index: 000094, expected: 6317.000000000, actual: 6908.000000000, rdiff: 0.093557
data index: 000095, expected: 6539.000000000, actual: 6536.000000000, rdiff: 0.000459
data index: 000096, expected: 6384.000000000, actual: 6659.000000000, rdiff: 0.043076
data index: 000097, expected: 6777.000000000, actual: 6432.000000000, rdiff: 0.050907
data index: 000098, expected: 6548.000000000, actual: 6672.000000000, rdiff: 0.018937
data index: 000099, expected: 6168.000000000, actual: 6063.000000000, rdiff: 0.017023
data index: 000100, expected: 6739.000000000, actual: 7538.000000000, rdiff: 0.118564
golden_data :  [6430. 6121. 6161. ... 6600. 6270. 6110.]
output :  [6403. 6584. 6590. ... 6458. 6316. 6336.]
error ratio: 0.9991, tolerance: 0.0001
[ERROR] result error
",{'baseN': 40}
bM256_bN64_div640,86.903473,PASS,pass,{'baseN': 64}
bM256_bN80_div640,142.305695,PASS,pass,{'baseN': 80}
bM256_bN160_div640,,FAIL,"[ 50%] Building ASC object CMakeFiles/demo.dir/matmul_leakyrelu.asc.o
[100%] Linking ASC executable demo
[100%] Built target demo
gen tiling failed
2026-04-09 23:54:25 [INFO]  Op profiling analysis start.
2026-04-09 23:54:25 [INFO]  Running device task: DeviceProf
[INFO] <ProfData> Start profiling on device 0, kernel: _Z23matmul_leakyrelu_customPhS_S_S_S_N7AscendC6tiling11TCubeTilingE_mix_aic
[INFO] <WarmUp> Warm Up enabled. times:10
data index: 000000, expected: 6500.000000000, actual: 6768.000000000, rdiff: 0.041231
data index: 000001, expected: 6048.000000000, actual: 6960.000000000, rdiff: 0.150794
data index: 000002, expected: 6466.000000000, actual: 6296.000000000, rdiff: 0.026291
data index: 000003, expected: 6296.000000000, actual: 6196.000000000, rdiff: 0.015883
data index: 000004, expected: 6025.000000000, actual: 6654.000000000, rdiff: 0.104398
data index: 000005, expected: 5881.000000000, actual: 6367.000000000, rdiff: 0.082639
data index: 000006, expected: 6164.000000000, actual: 7042.000000000, rdiff: 0.142440
data index: 000007, expected: 6421.000000000, actual: 6941.000000000, rdiff: 0.080984
data index: 000008, expected: 6655.000000000, actual: 6767.000000000, rdiff: 0.016829
data index: 000009, expected: 6305.000000000, actual: 6370.000000000, rdiff: 0.010309
data index: 000010, expected: 6169.000000000, actual: 6353.000000000, rdiff: 0.029827
data index: 000011, expected: 6398.000000000, actual: 6592.000000000, rdiff: 0.030322
data index: 000012, expected: 6258.000000000, actual: 6491.000000000, rdiff: 0.037232
data index: 000013, expected: 5861.000000000, actual: 6559.000000000, rdiff: 0.119092
data index: 000014, expected: 6122.000000000, actual: 6850.000000000, rdiff: 0.118915
data index: 000015, expected: 6421.000000000, actual: 6457.000000000, rdiff: 0.005607
data index: 000016, expected: 6386.000000000, actual: 6818.000000000, rdiff: 0.067648
data index: 000017, expected: 6229.000000000, actual: 6546.000000000, rdiff: 0.050891
data index: 000018, expected: 6733.000000000, actual: 6451.000000000, rdiff: 0.041883
data index: 000019, expected: 6419.000000000, actual: 6816.000000000, rdiff: 0.061848
data index: 000020, expected: 6122.000000000, actual: 6644.000000000, rdiff: 0.085266
data index: 000021, expected: 6144.000000000, actual: 6584.000000000, rdiff: 0.071615
data index: 000022, expected: 6311.000000000, actual: 6478.000000000, rdiff: 0.026462
data index: 000023, expected: 5935.000000000, actual: 6603.000000000, rdiff: 0.112553
data index: 000024, expected: 6073.000000000, actual: 6124.000000000, rdiff: 0.008398
data index: 000025, expected: 6202.000000000, actual: 6737.000000000, rdiff: 0.086262
data index: 000026, expected: 6508.000000000, actual: 6820.000000000, rdiff: 0.047941
data index: 000027, expected: 6552.000000000, actual: 6932.000000000, rdiff: 0.057998
data index: 000028, expected: 6531.000000000, actual: 6537.000000000, rdiff: 0.000919
data index: 000029, expected: 6078.000000000, actual: 6458.000000000, rdiff: 0.062521
data index: 000030, expected: 6221.000000000, actual: 6616.000000000, rdiff: 0.063495
data index: 000031, expected: 6094.000000000, actual: 6468.000000000, rdiff: 0.061372
data index: 000032, expected: 6299.000000000, actual: 6469.000000000, rdiff: 0.026988
data index: 000033, expected: 6029.000000000, actual: 6743.000000000, rdiff: 0.118428
data index: 000034, expected: 6294.000000000, actual: 6571.000000000, rdiff: 0.044010
data index: 000035, expected: 6497.000000000, actual: 5921.000000000, rdiff: 0.088656
data index: 000036, expected: 6024.000000000, actual: 6822.000000000, rdiff: 0.132470
data index: 000037, expected: 6286.000000000, actual: 7032.000000000, rdiff: 0.118676
data index: 000038, expected: 5805.000000000, actual: 6679.000000000, rdiff: 0.150560
data index: 000039, expected: 6119.000000000, actual: 6505.000000000, rdiff: 0.063082
data index: 000040, expected: 5974.000000000, actual: 6634.000000000, rdiff: 0.110479
data index: 000041, expected: 6114.000000000, actual: 6610.000000000, rdiff: 0.081125
data index: 000042, expected: 6128.000000000, actual: 6517.000000000, rdiff: 0.063479
data index: 000043, expected: 6148.000000000, actual: 6842.000000000, rdiff: 0.112882
data index: 000044, expected: 5999.000000000, actual: 6825.000000000, rdiff: 0.137690
data index: 000045, expected: 5942.000000000, actual: 6426.000000000, rdiff: 0.081454
data index: 000046, expected: 6095.000000000, actual: 7242.000000000, rdiff: 0.188187
data index: 000047, expected: 6277.000000000, actual: 6903.000000000, rdiff: 0.099729
data index: 000048, expected: 6249.000000000, actual: 7008.000000000, rdiff: 0.121459
data index: 000049, expected: 5896.000000000, actual: 6754.000000000, rdiff: 0.145522
data index: 000050, expected: 6497.000000000, actual: 6573.000000000, rdiff: 0.011698
data index: 000051, expected: 6228.000000000, actual: 6648.000000000, rdiff: 0.067437
data index: 000052, expected: 6084.000000000, actual: 6933.000000000, rdiff: 0.139546
data index: 000053, expected: 6086.000000000, actual: 6499.000000000, rdiff: 0.067861
data index: 000054, expected: 6122.000000000, actual: 6572.000000000, rdiff: 0.073505
data index: 000055, expected: 6115.000000000, actual: 6392.000000000, rdiff: 0.045298
data index: 000056, expected: 6342.000000000, actual: 6212.000000000, rdiff: 0.020498
data index: 000057, expected: 6253.000000000, actual: 6442.000000000, rdiff: 0.030225
data index: 000058, expected: 6617.000000000, actual: 6383.000000000, rdiff: 0.035363
data index: 000059, expected: 6584.000000000, actual: 6725.000000000, rdiff: 0.021416
data index: 000060, expected: 6463.000000000, actual: 6623.000000000, rdiff: 0.024756
data index: 000061, expected: 6287.000000000, actual: 6611.000000000, rdiff: 0.051535
data index: 000062, expected: 5997.000000000, actual: 6499.000000000, rdiff: 0.083709
data index: 000063, expected: 6308.000000000, actual: 6611.000000000, rdiff: 0.048034
data index: 000064, expected: 6235.000000000, actual: 6642.000000000, rdiff: 0.065277
data index: 000065, expected: 6542.000000000, actual: 6557.000000000, rdiff: 0.002293
data index: 000066, expected: 6279.000000000, actual: 6952.000000000, rdiff: 0.107183
data index: 000067, expected: 6464.000000000, actual: 6570.000000000, rdiff: 0.016399
data index: 000068, expected: 6260.000000000, actual: 6542.000000000, rdiff: 0.045048
data index: 000069, expected: 6124.000000000, actual: 6294.000000000, rdiff: 0.027760
data index: 000070, expected: 6285.000000000, actual: 6894.000000000, rdiff: 0.096897
data index: 000071, expected: 6158.000000000, actual: 6498.000000000, rdiff: 0.055213
data index: 000072, expected: 6490.000000000, actual: 6637.000000000, rdiff: 0.022650
data index: 000073, expected: 6270.000000000, actual: 6764.000000000, rdiff: 0.078788
data index: 000074, expected: 6195.000000000, actual: 7018.000000000, rdiff: 0.132849
data index: 000075, expected: 6350.000000000, actual: 6551.000000000, rdiff: 0.031654
data index: 000076, expected: 6162.000000000, actual: 7100.000000000, rdiff: 0.152223
data index: 000077, expected: 6369.000000000, actual: 6798.000000000, rdiff: 0.067358
data index: 000078, expected: 6124.000000000, actual: 6969.000000000, rdiff: 0.137982
data index: 000079, expected: 6064.000000000, actual: 6470.000000000, rdiff: 0.066953
data index: 000080, expected: 6119.000000000, actual: 7288.000000000, rdiff: 0.191044
data index: 000081, expected: 6107.000000000, actual: 6694.000000000, rdiff: 0.096119
data index: 000082, expected: 6251.000000000, actual: 6530.000000000, rdiff: 0.044633
data index: 000083, expected: 6475.000000000, actual: 6557.000000000, rdiff: 0.012664
data index: 000084, expected: 6023.000000000, actual: 6898.000000000, rdiff: 0.145276
data index: 000085, expected: 6173.000000000, actual: 6561.000000000, rdiff: 0.062854
data index: 000086, expected: 6071.000000000, actual: 6583.000000000, rdiff: 0.084335
data index: 000087, expected: 5744.000000000, actual: 6392.000000000, rdiff: 0.112813
data index: 000088, expected: 6494.000000000, actual: 6321.000000000, rdiff: 0.026640
data index: 000089, expected: 6130.000000000, actual: 6323.000000000, rdiff: 0.031485
data index: 000090, expected: 6079.000000000, actual: 6481.000000000, rdiff: 0.066129
data index: 000091, expected: 6519.000000000, actual: 6423.000000000, rdiff: 0.014726
data index: 000092, expected: 6513.000000000, actual: 6260.000000000, rdiff: 0.038845
data index: 000093, expected: 6093.000000000, actual: 6478.000000000, rdiff: 0.063187
data index: 000094, expected: 6661.000000000, actual: 7146.000000000, rdiff: 0.072812
data index: 000095, expected: 5921.000000000, actual: 6777.000000000, rdiff: 0.144570
data index: 000096, expected: 6472.000000000, actual: 6556.000000000, rdiff: 0.012979
data index: 000097, expected: 6152.000000000, actual: 6938.000000000, rdiff: 0.127763
data index: 000098, expected: 6136.000000000, actual: 6792.000000000, rdiff: 0.106910
data index: 000099, expected: 6222.000000000, actual: 7113.000000000, rdiff: 0.143202
data index: 000100, expected: 6099.000000000, actual: 6766.000000000, rdiff: 0.109362
golden_data :  [6500. 6048. 6466. ... 6272. 5964. 6230.]
output :  [6768. 6960. 6296. ... 6653. 6533. 6636.]
error ratio: 0.9990, tolerance: 0.0001
[ERROR] result error
",{'baseN': 160}
bM512_bN32_lg,182.927322,PASS,pass,"{'baseM': 512, 'baseN': 32}"
bM512_bN64_lg,115.964638,PASS,pass,"{'baseM': 512, 'baseN': 64}"
